time;Intake temp.;Throttle pos.;Electric fan speed;Injection time;Speed;Radiator coolant outlet temp.;Knock sensor #1;Knock sensor #2;Lambda #1 integrator ;Lambda #2 integrator;Engine load;Idle speed controller;Idle speed duty cycle;Air mass;Lambda #2 post-cat heating;Lambda #1 post-cat heating;Lambda #1 pre-cat heating;Lambda #2 pre-cat heating;Motor RPM;Motor temp.;Oil temp.;Lambda #1 integrator;Lambda #2 integrator;Battery voltage;Ignition angle
49467;37.5;70.4513;0;13.432;0;86.25;1.12;0.86;0.961737;0.946585;536.891;1.49548;95.0057;540.5;0;0;85.932;85.932;5592;97.5;102.463;-3.82627;-5.34149;13.8666;21.75
49624;37.5;69.5595;0;13.412;0;86.25;1.18;0.86;0.961737;0.946585;546.808;1.49548;95.0057;551.75;0;0;85.932;85.932;5605;97.5;102.463;-3.82627;-5.34149;13.8666;21.75
49783;37.5;69.5612;0;13.644;0;86.25;1.14;0.8;0.961737;0.946585;552.72;1.49548;95.0057;552.75;0;0;85.932;85.932;5555;97.5;102.463;-3.82627;-5.34149;13.8666;21
49942;35.25;69.5595;0;13.64;0;86.25;1.12;0.78;0.961737;0.946585;561.323;1.49548;95.0057;557;0;0;85.932;85.932;5512;97.5;102.463;-3.82627;-5.34149;13.8666;21
50100;35.25;69.1153;0;13.732;0;86.25;1.1;0.76;0.961737;0.946585;552.254;1.49548;95.0057;540.25;0;0;85.932;85.932;5434;97.5;102.463;-3.82627;-5.34149;13.8666;21
50259;35.25;68.6677;0;13.612;0;86.25;1.12;0.8;0.961737;0.946585;561.493;1.49548;95.0057;554.75;0;0;85.932;85.932;5488;97.5;102.463;-3.82627;-5.34149;13.8666;21
50417;34.5;67.7776;0;13.336;0;86.25;1.08;0.8;0.961737;0.946585;544.541;1.49548;95.0057;560.75;0;0;83.979;83.979;5720;97.5;102.463;-3.82627;-5.34149;13.8666;22.125
50576;34.5;64.2086;0;12.868;0;86.25;1.02;0.78;0.961737;0.946585;512.968;1.49548;95.0057;549;0;0;83.979;83.979;5945;97.5;102.463;-3.82627;-5.34149;13.8666;23.25
50735;34.5;49.8963;0;10.428;0;86.25;1.04;0.78;0.92008;0.908132;457.068;1.49548;95.0057;489.75;0;0;83.979;83.979;5952;97.5;102.463;-7.99197;-9.18675;13.8666;24
50893;33;9.3484;0;3.52;0;86.25;0.94;0.74;0.908743;0.890157;145.914;1.49548;95.0057;149.25;0;0;83.979;83.979;5681;97.5;102.463;-9.12572;-10.9843;13.8666;29.625
51067;33;0;0;1.164;0;86.25;0.92;0.68;0.912603;0.893301;68.6556;1.49548;78.8408;63.25;0;0;83.979;83.979;5117;97.5;102.463;-8.73966;-10.6699;13.8666;23.25
51225;33;56.0956;0;7.564;0;86.25;0.92;0.6;0.962607;0.943304;420.071;1.49548;95.0057;354;0;0;83.979;83.979;4681;97.5;102.463;-3.73929;-5.66955;13.9685;24.75
51368;33;41.4414;0;11.124;0;86.25;1.16;0.78;0.962607;0.943304;489.362;1.49548;95.0057;454.5;0;0;82.026;82.026;5159;97.5;102.463;-3.73929;-5.66955;13.8666;22.125
51481;33;0.00347008;0;0.876;0;87;1.1;0.78;0.962607;0.943304;93.6174;1.49548;85.8909;86;0;0;82.026;82.026;5102;97.5;102.463;-3.73929;-5.66955;13.9685;-8.625
51623;33;0;0;0.636;0;87;1.02;0.8;0.962607;0.943304;71.3891;1.49548;77.6307;62.75;0;0;82.026;82.026;4882;97.5;102.463;-3.73929;-5.66955;13.8666;-8.625
51782;33;0;0;1.2;0;87;0.88;0.8;0.962607;0.943304;75.3305;1.49548;75.4302;61.75;0;0;82.026;82.026;4553;97.5;102.463;-3.73929;-5.66955;13.9685;-8.625
51942;32.25;0;0;1.356;0;87;0.84;0.8;0.962607;0.943304;76.9621;1.49548;72.1829;59;0;0;82.026;82.026;4258;97.5;102.463;-3.73929;-5.66955;13.8666;-8.625
52101;32.25;0;0;1.356;0;87;0.8;0.84;0.962607;0.943304;76.9833;1.49548;68.5937;55;0;0;82.026;82.026;3968;97.5;102.463;-3.73929;-5.66955;13.8666;-8.625
52260;32.25;0;0;1.32;0;87;0.78;0.76;0.962607;0.943304;77.174;1.49548;65.415;51.5;0;0;82.026;82.026;3706;97.5;102.463;-3.73929;-5.66955;13.8666;-8.625
52418;33;0;0;1.344;0;87;0.74;0.74;0.962607;0.943304;79.3777;1.49548;61.7649;49;0;0;83.5884;83.5884;3429;97.5;102.463;-3.73929;-5.66955;13.8666;-8.625
52577;33;0;0;1.328;0;87;0.7;0.9;0.962607;0.943304;77.1316;1.49548;58.4824;43.75;0;0;83.5884;83.5884;3150;97.5;102.463;-3.73929;-5.66955;13.8666;-8.625
52735;33;0;0;1.296;0;87;0.68;0.84;0.962607;0.943304;76.5807;1.49548;55.1115;40;0;0;83.5884;83.5884;2901;97.5;102.463;-3.73929;-5.66955;13.8666;-8.625
52893;33.75;6.66255;0;1.528;0;87;0.68;0.82;0.962607;0.943304;74.3981;1.49548;55.1908;35.75;0;0;83.5884;83.5884;2669;97.5;103.259;-3.73929;-5.66955;13.9685;6.375
53051;33.75;52.9968;0;8.42;0;87.75;0.68;0.82;0.975745;0.957083;746.99;1.49548;95.0057;374.25;0;0;83.5884;83.5884;2783;97.5;103.259;-2.42549;-4.29167;13.8666;15.375
53226;33.75;67.736;0;12.732;0;87.75;0.92;1.16;1.00413;0.985465;526.805;1.49548;95.0057;327;0;0;83.5884;83.5884;3448;97.5;103.259;0.412684;-1.45349;13.8666;18.375
53370;34.5;69.5577;0;14.008;0;87.75;0.94;1.02;1.00413;0.985465;546.321;1.49548;95.0057;394;0;0;81.2448;81.2448;4006;97.5;103.259;0.412684;-1.45349;13.8666;20.25
53497;34.5;70.0054;0;13.612;0;87.75;0.98;1.06;1.00413;0.985465;534.391;1.49548;95.0057;411.75;0;0;81.2448;81.2448;4280;97.5;103.259;0.412684;-1.45349;13.8666;21.375
53671;34.5;70.0071;0;14.36;0;87.75;0.9;0.98;1.00413;0.985465;575.393;1.49548;95.0057;462;0;0;81.2448;81.2448;4460;97.5;103.259;0.412684;-1.45349;13.8666;21
53830;34.5;70.4513;0;14.644;0;87.75;0.74;0.96;1.00413;0.985465;584.568;1.49548;95.0057;491.25;0;0;81.2448;81.2448;4668;97.5;103.259;0.412684;-1.45349;13.8666;20.25
53988;34.5;70.4513;0;14.672;0;88.5;0.74;0.82;1.00413;0.985465;573.698;1.49548;95.0057;511.75;0;0;81.2448;81.2448;4955;97.5;103.259;0.412684;-1.45349;13.8666;20.625
54147;34.5;70.453;0;14.528;0;88.5;0.84;0.84;1.00413;0.985465;562.616;1.49548;95.0057;512;0;0;81.2448;81.2448;5055;97.5;103.259;0.412684;-1.45349;13.8666;20.625
54306;34.5;70.8972;0;14.5;0;88.5;0.96;0.94;1.00413;0.985465;573.041;1.49548;95.0057;535;0;0;81.2448;81.2448;5186;97.5;103.259;0.412684;-1.45349;13.8666;21
54465;33;70.453;0;14.496;0;88.5;1.02;1.08;1.00413;0.985465;569.418;1.49548;95.0057;535;0;0;79.2918;79.2918;5219;97.5;103.259;0.412684;-1.45349;13.8666;21.375
54625;33;70.453;0;14.284;0;88.5;1.08;1.06;1.00413;0.985465;568.909;1.49548;95.0057;548.25;0;0;79.2918;79.2918;5353;97.5;103.259;0.412684;-1.45349;13.8666;21.375
54784;33;70.8972;0;14.212;0;88.5;1.28;1.14;1.00413;0.985465;552.254;1.49548;95.0057;540.25;0;0;79.2918;79.2918;5434;97.5;103.259;0.412684;-1.45349;13.8666;21.375
54943;32.25;70.8972;0;14.292;0;88.5;1.42;1.16;1.00413;0.985465;576.919;1.49548;95.0057;563.75;0;0;79.2918;79.2918;5428;97.5;103.259;0.412684;-1.45349;13.8666;21.375
55102;32.25;71.3431;0;14.244;0;88.5;1.44;1.22;1.00413;0.985465;566.727;1.49548;95.0057;566.75;0;0;79.2918;79.2918;5555;97.5;103.259;0.412684;-1.45349;13.8666;21.375
55261;32.25;71.3431;0;13.988;0;88.5;1.36;1.2;1.00413;0.985465;549.181;1.49548;95.0057;554.75;0;0;79.2918;79.2918;5611;97.5;103.259;0.412684;-1.45349;13.8666;22.125
55419;31.5;71.3431;0;14.144;0;88.5;1.28;1.16;1.00413;0.985465;555.92;1.49548;95.0057;554.75;0;0;77.3388;77.3388;5543;97.5;103.259;0.412684;-1.45349;13.8666;21.75
55579;31.5;71.3431;0;14.052;0;89.25;1.3;1.2;1.00413;0.985465;551.576;1.49548;95.0057;557.75;0;0;77.3388;77.3388;5617;97.5;103.259;0.412684;-1.45349;13.8666;22.125
55737;31.5;71.3483;0;14.036;0;89.25;1.14;1.08;1.00413;0.985465;556.301;1.49548;95.0057;570.25;0;0;77.3388;77.3388;5694;97.5;103.259;0.412684;-1.45349;13.8666;22.125
55911;30.75;71.7925;0;13.8;0;89.25;0.98;1.04;1.00413;0.985465;548.291;1.49548;95.0057;572.5;0;0;77.3388;77.3388;5800;97.5;103.259;0.412684;-1.45349;13.8666;22.875
56069;30.75;71.7925;0;13.712;0;89.25;0.84;1.04;1.00413;0.985465;542.782;1.49548;95.0057;566.75;0;0;77.3388;77.3388;5800;97.5;103.259;0.412684;-1.45349;13.8666;22.875
56229;30.75;71.7925;0;13.784;0;89.25;0.86;1.04;1.00413;0.985465;542.951;1.49548;95.0057;570.25;0;0;77.3388;77.3388;5834;97.5;103.259;0.412684;-1.45349;13.8666;22.875
56387;30;71.7942;0;13.808;0;89.25;0.86;0.98;1.00413;0.985465;550.304;1.49548;95.0057;579.25;0;0;75.3858;75.3858;5847;97.5;103.259;0.412684;-1.45349;13.8666;22.875
56546;30;71.7942;0;13.392;0;90;0.9;1;1.00413;0.985465;542.21;1.49548;95.0057;584.5;0;0;75.3858;75.3858;5988;97.5;103.259;0.412684;-1.45349;13.8666;23.625
56705;30;71.7942;0;13.188;0;90;0.94;1.04;1.00413;0.985465;520.871;1.49548;95.0057;560.75;0;0;75.3858;75.3858;5980;97.5;103.259;0.412684;-1.45349;13.8666;23.625
56863;29.25;71.7942;0;12.944;0;90;0.92;1.06;1.00413;0.985465;504.619;1.49548;95.0057;543.25;0;0;75.3858;75.3858;5980;97.5;103.259;0.412684;-1.45349;13.8666;24
57023;29.25;71.7942;0;13.112;0;90;0.9;1.12;1.00413;0.985465;504.725;1.49548;95.0057;546;0;0;75.3858;75.3858;6009;97.5;103.259;0.412684;-1.45349;13.8666;23.625
57182;29.25;72.2384;0;13.004;0;90;0.98;1;1.00413;0.985465;513.243;1.49548;95.0057;557.25;0;0;75.3858;75.3858;6031;97.5;103.259;0.412684;-1.45349;13.8666;24
57340;29.25;72.2384;0;12.936;0;90;1.04;1.02;1.00413;0.985465;510.34;1.49548;95.0057;554.75;0;0;75.3858;75.3858;6038;97.5;103.259;0.412684;-1.45349;13.8666;24
57499;28.5;72.2384;0;12.9;0;90;0.98;1.1;1.00413;0.985465;509.047;1.49548;95.0057;560.75;0;0;73.4328;73.4328;6119;97.5;103.259;0.412684;-1.45349;13.8666;24
57658;28.5;72.2401;0;12.992;0;90;0.96;1.22;1.00413;0.985465;519.452;1.49548;95.0057;569.5;0;0;73.4328;73.4328;6090;97.5;103.259;0.412684;-1.45349;13.8666;24
57832;28.5;72.2401;0;13.004;0;90;1.04;1.2;1.00413;0.985465;512.734;1.49548;95.0057;560.75;0;0;73.4328;73.4328;6075;97.5;103.259;0.412684;-1.45349;13.8666;24
57975;28.5;72.2401;0;12.912;0;90.75;0.94;1.1;1.00413;0.985465;524.219;1.49548;95.0057;590.5;0;0;73.4328;73.4328;6257;97.5;103.259;0.412684;-1.45349;13.8666;24
58149;28.5;72.2401;0;12.764;0;90.75;0.9;1.1;1.00413;0.985465;501.101;1.49548;95.0057;569.5;0;0;73.4328;73.4328;6313;97.5;103.259;0.412684;-1.45349;13.8666;24.75
58309;28.5;72.2384;0;12.908;0;90.75;0.92;1.14;1.00413;0.985465;514.302;1.49548;95.0057;584.5;0;0;73.4328;73.4328;6313;97.5;103.259;0.412684;-1.45349;13.8666;24.375
58467;27.75;72.2401;0;12.744;0;91.5;0.98;1.14;1.00413;0.985465;501.313;1.49548;95.0057;578.5;0;0;71.4798;71.4798;6410;97.5;103.259;0.412684;-1.45349;13.8666;24.75
58625;27.75;72.2401;0;12.732;0;91.5;1.02;1.2;1.00413;0.985465;505.784;1.49548;95.0057;590.5;0;0;71.4798;71.4798;6485;97.5;103.259;0.412684;-1.45349;13.7646;24.75
58783;27.75;72.2401;0;12.604;0;91.5;1;1.14;1.00413;0.985465;489.764;1.49548;95.0057;578.5;0;0;71.4798;71.4798;6561;97.5;103.259;0.412684;-1.45349;13.7646;24.75
58942;27.75;46.3672;0;11;0;91.5;0.96;1.06;1.00231;0.985465;466.583;1.49548;95.0057;557.75;0;0;71.4798;71.4798;6640;97.5;103.259;0.231102;-1.45349;13.7646;25.125
59101;27.75;1.35507;0;2.244;0;91.5;0.74;0.68;0.995292;0.977546;89.9516;1.49548;91.2609;93.5;0;0;71.4798;71.4798;5773;97.5;103.259;-0.470812;-2.24543;13.8666;12.375
59261;27.75;39.2032;0;8.172;0;91.5;0.86;0.82;1.023;0.994727;384.217;1.49548;95.0057;361;0;0;71.4798;71.4798;5219;97.5;103.259;2.30022;-0.52727;13.8666;26.625
59419;27;48.5811;0;11.748;0;91.5;0.92;0.82;1.023;0.994727;515.298;1.49548;95.0057;495;0;0;69.5268;69.5268;5336;97.5;103.259;2.30022;-0.52727;13.8666;22.875
59578;27;2.23994;0;5.208;0;92.25;0.92;0.94;1.023;0.994727;169.626;1.49548;94.9843;164;0;0;69.5268;69.5268;5370;98.25;103.259;2.30022;-0.52727;13.8666;26.625
59753;27;0.890076;0;2.208;0;92.25;0.84;0.86;1.023;0.994727;102.623;1.49548;77.9298;88.75;0;0;69.5268;69.5268;4803;98.25;103.259;2.30022;-0.52727;13.8666;32.625
59912;27;5.77421;0;1.876;0;92.25;0.84;0.72;1.023;0.994727;76.2628;1.49548;75.8346;60.75;0;0;69.5268;69.5268;4424;98.25;103.259;2.30022;-0.52727;13.8666;12.75
60070;27;58.3581;0;8.98;0;92.25;0.7;0.78;1.03426;1.00475;587.683;1.49548;95.0057;460.75;0;0;69.5268;69.5268;4355;98.25;103.259;3.42634;0.475246;13.8666;22.5
60229;27;48.5516;0;12.436;0;92.25;0.7;0.72;1.03426;1.00475;470.736;1.49548;95.0057;380;0;0;69.5268;69.5268;4484;98.25;103.259;3.42634;0.475246;13.8666;21.75
60389;27.75;22.6856;0;5.94;0;92.25;0.66;0.76;1.03426;1.00475;190.35;1.49548;95.0057;155.75;0;0;67.5738;67.5738;4545;98.25;104.055;3.42634;0.475246;13.8666;25.875
60548;27.75;23.1211;0;3.976;0;93;0.6;0.78;1.03426;1.00475;166.575;1.49548;95.0057;122;0;0;67.5738;67.5738;4068;98.25;104.055;3.42634;0.475246;13.8666;27.75
60707;27.75;23.1194;0;3.692;0;93;0.62;0.74;1.02363;0.99311;183.929;1.49548;94.8791;116;0;0;67.5738;67.5738;3503;98.25;104.055;2.36278;-0.689016;13.8666;29.625
60864;27.75;32.0219;0;4.412;0;93;0.7;0.8;1.0106;0.980079;235.357;1.49548;95.0057;135.5;0;0;67.5738;67.5738;3198;98.25;104.055;1.05967;-1.99213;13.8666;30
61024;27.75;0;0;4.372;0;93;0.76;1.24;0.990424;0.959906;125.89;1.49548;63.4022;76;0;0;67.5738;67.5738;3353;98.25;104.055;-0.957574;-4.00937;13.8666;4.875
61182;27.75;41.7989;0;4.12;0;93;0.82;1.2;1.00933;0.98014;97.9402;1.49548;94.9126;59.25;0;0;67.5738;67.5738;3360;98.25;104.055;0.933016;-1.98603;13.8666;13.875
61341;27.75;69.1032;0;13.628;0;93;0.98;1.38;1.01464;0.987098;559.204;1.49548;95.0057;345;0;0;67.5738;67.5738;3427;98.25;104.055;1.46403;-1.29022;13.8666;16.875
61500;28.5;69.5595;0;14.38;0;93.75;1.1;1.38;1.01464;0.987098;553.123;1.49548;95.0057;387.75;0;0;65.6208;65.6208;3894;98.25;104.055;1.46403;-1.29022;13.8666;19.875
61658;28.5;69.5595;0;14.404;0;93.75;1;1.02;1.01464;0.987098;563.124;1.49548;95.0057;423.75;0;0;65.6208;65.6208;4180;98.25;104.055;1.46403;-1.29022;13.8666;20.625
61816;28.5;70.0071;0;14.516;0;93.75;0.88;0.9;1.01464;0.987098;566.345;1.49548;95.0057;458;0;0;65.6208;65.6208;4492;98.25;104.055;1.46403;-1.29022;13.7646;21.375
61976;28.5;70.0071;0;14.764;0;93.75;0.88;0.94;1.01464;0.987098;580.415;1.49548;95.0057;491;0;0;65.6208;65.6208;4699;98.25;104.055;1.46403;-1.29022;13.7646;20.25
62150;28.5;70.4513;0;14.708;0;93.75;0.88;1.02;1.01464;0.987098;568.337;1.49548;95.0057;503.5;0;0;65.6208;65.6208;4921;98.25;104.055;1.46403;-1.29022;13.8666;20.625
62308;28.5;70.4513;0;14.632;0;93.75;0.88;1.08;1.01464;0.987098;575.584;1.49548;95.0057;526.5;0;0;65.6208;65.6208;5081;98.25;104.055;1.46403;-1.29022;13.8666;21.375
62466;28.5;70.4513;0;14.5;0;94.5;1.12;1.08;1.01464;0.987098;568.867;1.49548;95.0057;535;0;0;63.6678;63.6678;5224;98.25;104.055;1.46403;-1.29022;13.8666;21.375
62625;28.5;70.4513;0;14.492;0;94.5;1.12;1.18;1.01464;0.987098;564.184;1.49548;95.0057;540.25;0;0;63.6678;63.6678;5319;98.25;104.055;1.46403;-1.29022;13.8666;21.375
62784;28.5;70.4513;0;14.268;0;94.5;1.22;1.36;1.01464;0.987098;562.997;1.49548;95.0057;546;0;0;63.6678;63.6678;5387;98.25;104.055;1.46403;-1.29022;13.7646;21.75
62944;27.75;70.4513;0;14.172;0;94.5;1.24;1.38;1.01464;0.987098;563.336;1.49548;95.0057;566.5;0;0;63.6678;63.6678;5586;98.25;104.055;1.46403;-1.29022;13.7646;22.125
63102;27.75;70.4513;0;14.064;0;94.5;1.14;1.28;1.01464;0.987098;560.031;1.49548;95.0057;570.25;0;0;63.6678;63.6678;5656;98.25;104.055;1.46403;-1.29022;13.7646;22.125
63261;27.75;70.4513;0;14.224;0;94.5;1.06;1.22;1.01464;0.987098;570.159;1.49548;95.0057;578.5;0;0;63.6678;63.6678;5636;98.25;104.055;1.46403;-1.29022;13.7646;22.125
63419;27.75;67.3213;0;14.252;0;94.5;0.96;1.12;1.01464;0.987098;561.323;1.49548;95.0057;560.75;0;0;61.7148;61.7148;5549;98.25;104.055;1.46403;-1.29022;13.7646;21.75
63579;27.75;0.00347008;0;1.26;0;94.5;0.88;1.1;1.00674;0.980201;93.8929;1.49548;90.5879;94;0;0;61.7148;61.7148;5561;98.25;104.055;0.673613;-1.97993;13.8666;-7.875
63738;27.75;51.6174;0;5.416;0;94.5;0.86;1.02;1.03109;1.00599;172.699;1.49548;95.0057;166.25;0;0;61.7148;61.7148;5347;98.25;104.055;3.10895;0.598844;13.8666;27
63895;26.25;68.22;0;14.704;0;94.5;0.98;0.92;1.03452;1.01153;579.801;1.49548;95.0057;535.25;0;0;61.7148;61.7148;5128;98.25;104.055;3.45228;1.15275;13.7646;21.75
64052;26.25;68.6694;0;14.812;0;95.25;0.94;0.86;1.03452;1.01153;566.748;1.49548;95.0057;533;0;0;61.7148;61.7148;5224;99;104.055;3.45228;1.15275;13.8666;21.375
64227;26.25;0.00520512;0;4.712;0;95.25;1.02;0.84;1.03452;1.01153;120.529;1.49548;94.1023;111.5;0;0;61.7148;61.7148;5138;99;104.055;3.45228;1.15275;13.8666;23.625
64387;26.25;0;0;1.236;0;95.25;0.82;0.76;1.03452;1.01153;77.3223;1.49548;76.3015;64.5;0;0;63.6678;63.6678;4633;99;104.055;3.45228;1.15275;13.8666;-11.25
64546;26.25;0;0;1.568;0;95.25;0.76;0.72;1.03452;1.01153;78.8056;1.49548;73.0405;61;0;0;63.6678;63.6678;4299;99;104.055;3.45228;1.15275;13.8666;-11.25
64704;26.25;0;0;1.532;0;95.25;0.7;0.74;1.03452;1.01153;80.077;1.49548;69.0149;57.75;0;0;63.6678;63.6678;4006;99;104.055;3.45228;1.15275;13.8666;-11.25
64863;26.25;0;0;1.484;0;95.25;0.7;0.74;1.03452;1.01153;81.6239;1.49548;65.4242;54.75;0;0;63.6678;63.6678;3725;99;104.055;3.45228;1.15275;13.8666;-11.25
65021;26.25;0;0;1.48;0;96;0.7;0.8;1.03452;1.01153;79.1235;1.49548;62.1784;49.25;0;0;63.6678;63.6678;3457;99;104.055;3.45228;1.15275;13.8666;-11.25
65180;26.25;0;0;1.472;0;96;0.74;0.82;1.03452;1.01153;79.9922;1.49548;58.896;46.25;0;0;63.6678;63.6678;3211;99;104.055;3.45228;1.15275;13.8666;-11.25
65339;26.25;0;0;1.444;0;96;0.8;0.92;1.03452;1.01153;78.5725;1.49548;55.992;42;0;0;63.6678;63.6678;2969;99;104.055;3.45228;1.15275;13.8666;-11.25
65496;27.75;0;0;1.424;0;96;0.8;0.96;1.03452;1.01153;79.5896;1.49548;52.9308;39.25;0;0;64.8396;64.8396;2739;99;105.647;3.45228;1.15275;13.8666;-1.875
65655;27.75;0;0;1.516;0;96;0.78;0.9;1.03452;1.01153;77.2375;1.49548;49.8727;35;0;0;64.8396;64.8396;2517;99;105.647;3.45228;1.15275;13.7646;-2.625
65814;27.75;0;0;1.512;0;96;0.76;0.82;1.03452;1.01153;73.9743;1.49548;47.0863;30.5;0;0;64.8396;64.8396;2290;99;105.647;3.45228;1.15275;13.7646;-4.125
65972;28.5;0;0;1.5;0;96;0.7;0.76;1.03452;1.01153;73.7836;1.49548;44.3166;27.5;0;0;64.8396;64.8396;2070;99;105.647;3.45228;1.15275;13.7646;-6
66146;28.5;0;0;1.576;0;96;0.62;0.68;1.03452;1.01153;75.8814;1.49548;40.8342;25;0;0;64.8396;64.8396;1830;99;105.647;3.45228;1.15275;13.8666;-7.875
66304;28.5;0;0;1.588;0;96;0.56;0.62;1.03452;1.01153;74.8431;1.49548;38.9725;21.75;0;0;64.8396;64.8396;1614;99;105.647;3.45228;1.15275;13.8666;-10.125
66462;29.25;0;0;1.568;0;96;0.5;0.56;1.03548;1.01281;72.5546;-0.924756;29.9722;18.25;0;0;65.6208;65.6208;1397;99;105.647;3.54841;1.28092;13.7646;-9.75
66622;29.25;0;0;1.528;0;96;0.48;0.52;1.04034;1.01766;70.6686;1.00716;33.9733;15.75;0;0;65.6208;65.6208;1238;99;105.647;4.03365;1.76616;13.5607;-12
66780;29.25;0;0;1.616;0;96;0.42;0.46;1.04455;1.02187;79.8227;1.35814;35.3254;15.75;0;0;65.6208;65.6208;1096;99;105.647;4.45479;2.18731;13.2548;2.25
66939;29.25;0;0;1.716;0;96;0.4;0.44;1.04821;1.02553;84.1879;1.3795;35.658;15.75;0;0;65.6208;65.6208;1039;99;105.647;4.82101;2.55352;13.0509;4.125
67097;29.25;0;0;1.848;0;96.75;0.36;0.42;1.05187;1.0292;90.0363;2.20965;37.3946;16;0;0;65.6208;65.6208;987;99;105.647;5.18722;2.91974;13.0509;4.875
67256;29.25;0;0;2.012;0;96.75;0.34;0.38;1.05558;1.0329;98.8725;4.11104;39.4852;17.25;0;0;65.6208;65.6208;969;99;105.647;5.55802;3.29053;13.0509;4.875
67428;30.75;0;0;2.208;0;96.75;0.32;0.36;1.05998;1.0373;107.243;4.62683;40.5535;18.75;0;0;63.2772;63.2772;971;99;105.647;5.99748;3.72999;13.1528;4.875
67587;30.75;0;0;2.344;0;96.75;0.3;0.36;1.06354;1.04169;107.137;3.83942;39.8759;19.25;0;0;63.2772;63.2772;998;99;105.647;6.35454;4.16945;13.2548;4.5
67747;30.75;3.99753;0;2.652;0;96.75;0.28;0.32;1.06354;1.04554;105.759;2.66134;45.983;19.25;0;0;63.2772;63.2772;1011;99;105.647;6.35454;4.55398;13.4587;-1.875
67906;30.75;39.6405;0;8.416;0;96.75;0.26;0.28;1.06354;1.04554;1264.96;2.22186;95.0057;240.25;0;0;63.2772;63.2772;1055;99;105.647;6.35454;4.55398;13.6626;1.5
68064;30.75;39.6248;0;10.808;0;96.75;0.28;0.24;1.06354;1.04554;381.801;2.22186;95.0057;118.5;0;0;63.2772;63.2772;1724;99;105.647;6.35454;4.55398;13.8666;9.75
68224;30.75;34.7043;0;9.288;0;96.75;0.42;0.34;1.06354;1.04554;330.246;2.00211;95.0057;140.25;0;0;63.2772;63.2772;2359;99;105.647;6.35454;4.55398;13.8666;17.25
68384;31.5;33.3614;0;8.072;0;96.75;0.5;0.34;1.03838;1.02038;319.397;1.12314;95.0057;144.5;0;0;64.449;64.449;2513;99;105.647;3.83833;2.03777;13.8666;21.375
68541;31.5;33.3614;0;7.676;0;96.75;0.58;0.38;1.03838;1.02038;319.206;0.375396;95.0057;146.25;0;0;64.449;64.449;2545;99;105.647;3.83833;2.03777;13.8666;22.125
68700;31.5;32.9172;0;7.584;0;96.75;0.62;0.36;1.03838;1.02038;320.541;0.375396;95.0057;148.25;0;0;64.449;64.449;2569;99;105.647;3.83833;2.03777;13.7646;22.875
68858;32.25;33.3614;0;7.444;0;96.75;0.76;0.4;1.03838;1.02038;318.761;0.375396;95.0057;148.75;0;0;64.449;64.449;2592;99;105.647;3.83833;2.03777;13.8666;22.875
69018;32.25;32.9172;0;7.42;0;96.75;0.78;0.42;1.03838;1.02038;317.786;0.375396;95.0057;148;0;0;64.449;64.449;2587;99;105.647;3.83833;2.03777;13.8666;22.875
69176;32.25;32.9154;0;7.18;0;96.75;0.8;0.46;0.999503;1.02038;324.334;0.375396;95.0057;148.25;0;0;64.449;64.449;2539;99;105.647;-0.0496635;2.03777;13.8666;22.5
69335;32.25;32.9154;0;7.044;0;96.75;0.86;0.44;0.974601;0.983298;329.335;0.375396;95.0057;145.5;0;0;64.449;64.449;2454;99;105.647;-2.53993;-1.67017;13.8666;21.75
69494;32.25;32.9154;0;7.436;0;96.75;0.84;0.44;1.00202;0.986548;338.68;0.375396;95.0057;144.5;0;0;65.6208;65.6208;2370;99;105.647;0.20211;-1.34515;13.8666;20.25
69653;32.25;32.9154;0;7.792;0;96.75;0.84;0.44;1.02647;1.01099;328.784;0.375396;95.0057;142;0;0;65.6208;65.6208;2399;99;105.647;2.6466;1.09934;13.8666;20.25
69811;32.25;32.9154;0;7.536;0;96.75;0.92;0.46;1.03113;1.01882;307.785;0.375396;95.0057;147.5;0;0;65.6208;65.6208;2662;99;105.647;3.11353;1.88213;13.8666;22.5
69970;33;32.9154;0;7.06;0;96.75;0.9;0.6;1.03113;1.01882;300.241;0.375396;95.0057;152;0;0;65.6208;65.6208;2812;99;105.647;3.11353;1.88213;13.8666;24
70096;33;32.9172;0;6.848;0;96.75;0.88;0.6;1.03113;1.01882;288.905;0.375396;95.0057;152.5;0;0;65.6208;65.6208;2932;99;105.647;3.11353;1.88213;13.8666;24.75
70255;33;32.9207;0;6.796;0;96.75;0.88;0.6;1.03113;1.01882;290.578;0.375396;95.0057;162.75;0;0;65.6208;65.6208;3111;99;105.647;3.11353;1.88213;13.8666;24.75
70414;33;32.9224;0;6.78;0;96.75;0.9;0.72;1.03113;1.01882;291.532;0.375396;95.0057;172.25;0;0;63.6678;63.6678;3282;99;105.647;3.11353;1.88213;13.8666;24.375
70573;33;32.9241;0;6.468;0;96.75;0.9;0.9;0.996818;0.98249;286.213;0.375396;95.0057;180.5;0;0;63.6678;63.6678;3503;98.25;105.647;-0.318222;-1.75104;13.8666;23.625
70731;33;52.9673;0;8.088;0;96.75;0.88;0.82;0.963629;0.990226;378.665;0.375396;95.0057;245;0;0;63.6678;63.6678;3594;98.25;105.647;-3.63705;-0.977411;13.8666;19.5
