time;Intake temp.;Throttle pos.;Electric fan speed;Injection time;Speed;Radiator coolant outlet temp.;Knock sensor #1;Knock sensor #2;Lambda #1 integrator ;Lambda #2 integrator;Engine load;Idle speed controller;Idle speed duty cycle;Air mass;Lambda #2 post-cat heating;Lambda #1 post-cat heating;Lambda #1 pre-cat heating;Lambda #2 pre-cat heating;Motor RPM;Motor temp.;Oil temp.;Lambda #1 integrator;Lambda #2 integrator;Battery voltage;Ignition angle
114132;36;0.88834;0;1.36;0;90.75;0.72;0.7;1.02225;1.00607;74.1438;1.49548;53.8602;37.25;0;0;67.5738;67.5738;2790;93.75;108.832;2.22545;0.606474;13.8666;-1.5
114307;36;2.66502;0;1.636;0;90.75;0.74;0.7;1.02981;1.01293;74.1862;1.49548;54.7819;37;0;0;67.5738;67.5738;2770;93.75;108.832;2.98077;1.29313;13.9685;12.75
114466;36;3.55336;0;1.612;0;90.75;0.72;0.74;1.04079;1.02392;75.0762;1.49548;55.551;37.25;0;0;68.355;68.355;2756;93.75;108.832;4.07942;2.39178;13.7646;22.5
114625;36;5.33004;0;1.676;0;90.75;0.68;0.74;1.05109;1.03422;75.394;1.49548;56.7504;36.75;0;0;68.355;68.355;2707;93.75;108.832;5.1094;3.42176;13.7646;28.5
114782;36;8.8834;0;1.812;0;90.75;0.64;0.68;1.06167;1.04479;83.5734;1.49548;64.1347;40.25;0;0;68.355;68.355;2675;93.75;108.832;6.16685;4.47921;13.7646;28.5
114941;36.75;9.32757;0;2.028;0;90.75;0.62;0.68;1.07279;1.05592;99.148;1.49548;65.4318;47.75;0;0;68.355;68.355;2675;93.75;108.832;7.27923;5.59159;13.8666;28.875
115100;36.75;9.77174;0;2.276;0;90.75;0.56;0.78;1.0846;1.06773;103.407;1.49548;67.1135;49.5;0;0;68.355;68.355;2659;93.75;108.832;8.46028;6.77263;13.9685;28.875
115258;36.75;10.2159;0;2.416;0;90.75;0.52;0.68;1.09161;1.07317;108.387;1.49548;67.8765;51.75;0;0;68.355;68.355;2652;93.75;108.832;9.16067;7.31738;13.9685;28.875
115418;37.5;11.9961;0;2.776;0;90.75;0.48;0.64;1.09161;1.07317;129.958;1.49548;73.8019;61.75;0;0;69.5268;69.5268;2639;93.75;108.832;9.16067;7.31738;13.8666;28.5
115578;37.5;37.8482;0;7.02;0;90.75;0.54;0.6;1.09161;1.07317;427.763;1.49548;95.0057;205;0;0;69.5268;69.5268;2662;93.75;108.832;9.16067;7.31738;13.8666;20.25
115737;37.5;70.8781;0;14.9;0;90.75;0.86;0.66;1.09161;1.07317;552.339;1.49548;95.0057;300.5;0;0;69.5268;69.5268;3022;93.75;108.832;9.16067;7.31738;13.8666;16.5
115895;37.5;71.3414;0;15.776;0;90.75;1.1;0.82;1.09161;1.07317;558.102;1.49548;95.0057;286.25;0;0;69.5268;69.5268;2849;93.75;108.832;9.16067;7.31738;13.7646;16.125
116069;37.5;71.789;0;15.5;0;90.75;1.28;1.02;1.09161;1.07317;569.185;1.49548;95.0057;317.75;0;0;69.5268;69.5268;3101;93.75;108.832;9.16067;7.31738;13.8666;16.875
116211;37.5;71.7907;0;15.7;0;90.75;1.28;1.4;1.09161;1.07317;558.802;1.49548;95.0057;326.75;0;0;69.5268;69.5268;3248;93.75;108.832;9.16067;7.31738;13.8666;16.875
116337;37.5;72.2384;0;15.772;0;90.75;1.28;1.34;1.09161;1.07317;572.236;1.49548;95.0057;341.5;0;0;69.5268;69.5268;3315;93.75;108.832;9.16067;7.31738;13.8666;16.875
116496;36;72.2401;0;15.948;0;90.75;1.14;1.28;1.09161;1.07317;574.524;1.49548;95.0057;366.25;0;0;67.5738;67.5738;3541;93.75;108.832;9.16067;7.31738;13.8666;17.25
116655;36;72.2401;0;16.092;0;90.75;1.12;1.18;1.09161;1.07317;585.819;1.49548;95.0057;386;0;0;67.5738;67.5738;3660;93.75;108.832;9.16067;7.31738;13.8666;17.625
116813;36;72.686;0;16.06;0;90.75;1.06;1.06;1.09161;1.07317;571.261;1.49548;95.0057;392.75;0;0;67.5738;67.5738;3819;93.75;108.832;9.16067;7.31738;13.8666;18.375
116971;34.5;72.686;0;15.744;0;90.75;0.96;0.96;1.09161;1.07317;565.159;1.49548;95.0057;403;0;0;67.5738;67.5738;3961;93;108.832;9.16067;7.31738;13.8666;19.5
117099;34.5;72.6843;0;15.736;0;90.75;0.88;0.88;1.09161;1.07317;572.342;1.49548;95.0057;422.25;0;0;67.5738;67.5738;4098;93;108.832;9.16067;7.31738;13.8666;19.875
117259;34.5;21.8528;0;12.3;0;90.75;0.84;0.9;1.08556;1.06802;392.672;1.49548;95.0057;298.75;0;0;67.5738;67.5738;4226;93;108.832;8.55641;6.80163;13.8666;21.375
117419;33;0;0;4.188;0;90.75;0.64;0.82;1.07288;1.05534;91.8798;1.49548;70.4295;67.25;0;0;65.6208;65.6208;4065;93;108.832;7.28839;5.53361;13.8666;18
117578;33;19.1444;0;3.34;0;90.75;0.56;0.84;1.05137;1.03382;186.218;1.49548;95.0057;142.75;0;0;65.6208;65.6208;4258;93;108.832;5.13687;3.38209;13.8666;30
117737;33;30.7293;0;6.392;0;90.75;0.54;0.64;1.01997;1.00242;301.64;1.49548;95.0057;235.25;0;0;65.6208;65.6208;4332;93;108.832;1.99657;0.241783;13.8666;25.125
117895;31.5;68.6278;0;13.684;0;90.75;0.58;0.62;0.983893;0.966346;609.954;1.49548;95.0057;493.25;0;0;65.6208;65.6208;4492;93;108.832;-1.61066;-3.36544;13.8666;20.625
118053;31.5;70.4496;0;14.58;0;90.75;0.66;0.74;0.983893;0.966346;589.23;1.49548;95.0057;487;0;0;65.6208;65.6208;4591;93;108.832;-1.61066;-3.36544;13.8666;20.625
118227;31.5;70.453;0;14.556;0;90.75;0.74;0.72;0.983893;0.966346;585.056;1.49548;95.0057;497.25;0;0;65.6208;65.6208;4721;93;108.832;-1.61066;-3.36544;13.8666;20.25
118383;30.75;26.2911;0;8.456;0;90.75;0.82;0.8;0.983893;0.966346;323.826;1.49548;95.0057;326;0;0;63.6678;63.6678;5592;93;108.832;-1.61066;-3.36544;13.8666;23.25
118541;30.75;0;0;0.892;0;90.75;0.78;0.88;0.983893;0.966346;76.8773;1.49548;85.2149;77.5;0;0;63.6678;63.6678;5599;93;108.832;-1.61066;-3.36544;13.8666;-5.25
118701;30.75;0;0;1.008;0;90.75;0.74;0.74;0.983893;0.966346;72.9784;1.49548;78.9842;69;0;0;63.6678;63.6678;5252;93;108.832;-1.61066;-3.36544;13.8666;-5.25
118860;29.25;0;0;1.104;0;90.75;0.74;0.7;0.983893;0.966346;71.9612;1.49548;77.0248;63.5;0;0;63.6678;63.6678;4901;93;108.832;-1.61066;-3.36544;13.8666;-5.25
119017;29.25;0;0;1.332;0;90.75;0.72;0.64;0.983893;0.966346;74.3133;1.49548;75.4851;61.25;0;0;63.6678;63.6678;4578;93;108.832;-1.61066;-3.36544;13.8666;-5.25
119175;29.25;0;0;1.376;0;90.75;0.76;0.64;0.983893;0.966346;78.064;1.49548;72.5567;60;0;0;63.6678;63.6678;4269;93;108.832;-1.61066;-3.36544;13.8666;-5.25
119334;29.25;0;0;1.404;0;90.75;0.84;0.68;0.983893;0.966346;80.1618;1.49548;68.5907;57.5;0;0;63.6678;63.6678;3984;93;108.832;-1.61066;-3.36544;13.9685;-5.25
119492;29.25;0;0;1.388;0;90.75;0.86;0.86;0.983893;0.966346;79.4837;1.49548;65.4135;53;0;0;65.2302;65.2302;3703;93;108.832;-1.61066;-3.36544;13.8666;-5.25
119668;29.25;0;0;1.408;0;90.75;0.88;1.32;0.983893;0.966346;78.5937;1.49548;61.7618;48.5;0;0;65.2302;65.2302;3427;93;108.832;-1.61066;-3.36544;13.8666;-5.25
119810;29.25;0;0;1.38;0;90.75;0.94;1.28;0.983893;0.966346;78.9116;1.49548;58.0673;44.75;0;0;65.2302;65.2302;3150;93;108.832;-1.61066;-3.36544;13.8666;-5.25
119952;30.75;2.66502;0;1.588;0;90.75;1.02;1.2;0.983893;0.966346;80.4584;1.49548;56.195;42.75;0;0;65.2302;65.2302;2951;93;108.832;-1.61066;-3.36544;13.8666;6.75
120111;30.75;58.3251;0;7.256;0;90.75;0.98;1.22;1.01675;0.998466;603.428;1.49548;95.0057;317.75;0;0;65.2302;65.2302;2925;93;108.832;1.6746;-0.153425;13.8666;17.25
120271;30.75;70.4444;0;13.756;0;90.75;1.06;1.4;1.02018;1.0019;527.843;1.49548;95.0057;361;0;0;65.2302;65.2302;3799;93;108.832;2.01793;0.189903;13.8666;19.875
120430;30.75;70.4513;0;14.068;0;90.75;0.98;1.1;1.02018;1.0019;549.202;1.49548;95.0057;424.25;0;0;62.8866;62.8866;4291;93;108.832;2.01793;0.189903;13.8666;21.375
120589;30.75;70.453;0;14.744;0;90.75;0.9;0.98;1.02018;1.0019;577.131;1.49548;95.0057;485;0;0;62.8866;62.8866;4668;93;108.832;2.01793;0.189903;13.8666;20.625
120748;30.75;70.453;0;14.988;0;90.75;0.88;0.9;1.02018;1.0019;582.746;1.49548;95.0057;513.75;0;0;62.8866;62.8866;4897;93;108.832;2.01793;0.189903;13.8666;20.625
120906;30;26.2963;0;11.596;0;90.75;0.9;0.88;1.01611;0.992347;413.375;1.49548;95.0057;378.5;0;0;62.8866;62.8866;5086;93;108.832;1.61052;-0.765311;13.8666;22.5
121064;30;47.6043;0;6.668;0;90.75;0.88;0.66;0.993674;0.969916;182.827;1.49548;95.0057;152.5;0;0;62.8866;62.8866;4633;93;108.832;-0.632557;-3.00838;13.8666;26.25
121222;30;70.0019;0;14.932;0;90.75;0.76;0.74;0.987403;0.963645;593.256;1.49548;95.0057;503.25;0;0;62.8866;62.8866;4712;93;108.832;-1.2597;-3.63553;13.8666;21
121381;28.5;21.3983;0;8.236;0;90.75;0.82;0.78;0.987403;0.963645;313.506;1.49548;95.0057;280.5;0;0;60.9336;60.9336;4970;93;108.832;-1.2597;-3.63553;13.8666;23.25
121541;28.5;60.9832;0;8.324;0;90.75;0.72;0.68;0.987403;0.963645;412.188;1.49548;95.0057;344.75;0;0;60.9336;60.9336;4646;93;108.832;-1.2597;-3.63553;13.8666;27
121700;28.5;69.5577;0;14.696;0;90.75;0.9;0.78;0.987403;0.963645;584.738;1.49548;95.0057;507.5;0;0;60.9336;60.9336;4821;93;108.832;-1.2597;-3.63553;13.7646;20.625
121859;27.75;69.5595;0;14.096;0;90.75;0.96;0.88;0.987403;0.963645;573.677;1.49548;95.0057;537.25;0;0;60.9336;60.9336;5202;93;108.832;-1.2597;-3.63553;13.8666;21.75
122018;27.75;69.5612;0;13.9;0;90.75;1;0.94;0.987403;0.963645;561.302;1.49548;95.0057;552.75;0;0;60.9336;60.9336;5470;93;108.832;-1.2597;-3.63553;13.8666;22.125
122192;27.75;69.5612;0;13.98;0;90.75;0.96;1;0.987403;0.963645;575.054;1.49548;95.0057;572.5;0;0;60.9336;60.9336;5530;93;108.832;-1.2597;-3.63553;13.8666;21.75
122350;27.75;54.8255;0;12.432;0;90.75;0.94;1.02;0.986396;0.963645;547.761;1.49548;95.0057;557.75;0;0;60.9336;60.9336;5656;93;108.832;-1.36041;-3.63553;13.8666;22.5
122508;26.25;7.58039;0;3.636;0;90.75;0.86;1;0.97132;0.948569;155.577;1.49548;94.818;148.5;0;0;58.9806;58.9806;5302;93;108.832;-2.868;-5.14312;13.8666;28.875
122666;26.25;48.9611;0;6.1;0;90.75;0.86;0.82;0.949164;0.926413;316.197;1.49548;95.0057;264.75;0;0;58.9806;58.9806;4651;93;108.832;-5.08361;-7.35873;13.8666;25.5
122825;26.25;44.5714;0;11.948;0;90.75;0.88;0.76;0.926092;0.915014;545.748;1.49548;95.0057;483;0;0;58.9806;58.9806;4916;93;108.832;-7.39077;-8.49857;13.8666;21.75
122983;25.5;23.1298;0;4.344;0;91.5;0.88;0.88;0.943732;0.923437;170.579;1.49548;95.0057;149.5;0;0;58.9806;58.9806;4868;93;108.832;-5.62683;-7.65627;13.8666;28.125
123141;25.5;60.1972;0;12.972;0;91.5;0.72;0.74;0.962134;0.923437;646.486;1.49548;95.0057;550.5;0;0;58.9806;58.9806;4730;93;108.832;-3.78659;-7.65627;13.8666;22.125
123299;25.5;62.8657;0;12.476;0;91.5;0.88;0.98;0.962134;0.923437;567.489;1.49548;95.0057;522.25;0;0;58.9806;58.9806;5112;93;108.832;-3.78659;-7.65627;13.8666;21.75
123471;25.5;65.097;0;13.652;0;91.5;0.94;1;0.962134;0.923437;567.32;1.49548;95.0057;543.75;0;0;57.0276;57.0276;5324;93;108.832;-3.78659;-7.65627;13.8666;21.75
123630;25.5;65.1004;0;13.696;0;91.5;1;1.04;0.962134;0.923437;555.072;1.49548;95.0057;543;0;0;57.0276;57.0276;5434;93;108.832;-3.78659;-7.65627;13.7646;21.75
123788;25.5;65.5463;0;13.472;0;91.5;1.04;1.14;0.962134;0.923437;555.072;1.49548;95.0057;557;0;0;57.0276;57.0276;5574;93;108.832;-3.78659;-7.65627;13.7646;22.125
123946;24.75;65.5463;0;13.5;0;91.5;0.96;1.24;0.962134;0.923437;558.505;1.49548;95.0057;572.5;0;0;57.0276;57.0276;5694;93;108.832;-3.78659;-7.65627;13.8666;22.5
124106;24.75;65.5481;0;13.388;0;91.5;0.9;1.34;0.962134;0.923437;532.484;1.49548;95.0057;549;0;0;57.0276;57.0276;5727;93;108.832;-3.78659;-7.65627;13.8666;22.5
124266;24.75;65.9922;0;13.084;0;91.5;0.88;1.26;0.962134;0.923437;539.391;1.49548;95.0057;570.5;0;0;57.0276;57.0276;5875;93;108.832;-3.78659;-7.65627;13.8666;23.25
124425;24;65.9922;0;13.024;0;91.5;0.82;1.2;0.962134;0.923437;534.285;1.49548;95.0057;563.75;0;0;55.0746;55.0746;5861;93;108.832;-3.78659;-7.65627;13.7646;23.25
124584;24;65.9922;0;12.856;0;91.5;0.86;1.12;0.962134;0.923437;543.566;1.49548;95.0057;584.5;0;0;55.0746;55.0746;5973;93;108.832;-3.78659;-7.65627;13.8666;24
124743;24;65.9922;0;12.908;0;91.5;0.92;1.16;0.962134;0.923437;530.979;1.49548;95.0057;557;0;0;55.0746;55.0746;5827;93;108.832;-3.78659;-7.65627;13.7646;23.25
124903;23.25;65.9922;0;12.38;0;91.5;0.84;1.04;0.962134;0.923437;497.414;1.49548;95.0057;544;0;0;55.0746;55.0746;6075;93;108.832;-3.78659;-7.65627;13.7646;24.375
125060;23.25;65.9922;0;12.608;0;91.5;0.82;1.06;0.962134;0.923437;513.349;1.49548;95.0057;552;0;0;55.0746;55.0746;5973;93;108.832;-3.78659;-7.65627;13.8666;24
125219;23.25;65.9922;0;12.556;0;91.5;0.86;1.08;0.962134;0.923437;512.819;1.49548;95.0057;554.75;0;0;55.0746;55.0746;6009;93;108.832;-3.78659;-7.65627;13.8666;24.375
125392;22.5;65.9922;0;12.508;0;91.5;0.84;1.02;0.962134;0.923437;518.307;1.49548;95.0057;568.25;0;0;53.1216;53.1216;6090;93;108.832;-3.78659;-7.65627;13.8666;24.375
125551;22.5;65.9922;0;12.556;0;91.5;0.86;1.06;0.962134;0.923437;530.598;1.49548;95.0057;584.5;0;0;53.1216;53.1216;6119;93;108.832;-3.78659;-7.65627;13.8666;24.375
125709;22.5;65.9922;0;12.536;0;91.5;0.86;1.06;0.962134;0.923437;526.211;1.49548;95.0057;575.5;0;0;53.1216;53.1216;6075;93;108.832;-3.78659;-7.65627;13.8666;24.375
125868;22.5;65.9922;0;12.624;0;91.5;0.9;1.04;0.962134;0.923437;515.722;1.49548;95.0057;569.5;0;0;53.1216;53.1216;6134;93;108.832;-3.78659;-7.65627;13.7646;24.375
126026;22.5;65.9957;0;12.696;0;91.5;0.86;1.16;0.962134;0.923437;517.078;1.49548;95.0057;572.5;0;0;53.1216;53.1216;6150;93;108.832;-3.78659;-7.65627;13.8666;24.375
126185;22.5;65.9957;0;12.472;0;91.5;0.82;1.16;0.962134;0.923437;514.154;1.49548;95.0057;578.5;0;0;53.1216;53.1216;6250;93;108.832;-3.78659;-7.65627;13.8666;24.75
126343;22.5;65.9957;0;12.536;0;91.5;0.86;1.3;0.962134;0.923437;517.566;1.49548;95.0057;583.75;0;0;53.1216;53.1216;6265;93;108.832;-3.78659;-7.65627;13.8666;24.75
126501;21.75;32.9901;0;9.044;0;91.5;0.88;1.28;0.95426;0.910955;383.539;1.49548;95.0057;437;0;0;51.1686;51.1686;6329;93.75;108.832;-4.57396;-8.90446;13.8666;25.875
126658;21.75;14.7166;0;4.184;0;91.5;0.86;1.12;0.939307;0.896002;204.229;1.49548;95.0057;213;0;0;51.1686;51.1686;5793;93.75;108.832;-6.06934;-10.3998;13.8666;30.375
126834;21.75;46.7506;0;6.744;0;91.5;0.8;0.76;0.913671;0.870366;312.616;1.49548;95.0057;294;0;0;51.1686;51.1686;5224;93.75;108.832;-8.63285;-12.9634;13.8666;27.375
126991;21.75;69.995;0;13.056;0;92.25;0.76;0.72;0.903738;0.860433;570.075;1.49548;95.0057;550.5;0;0;51.1686;51.1686;5364;93.75;108.832;-9.62621;-13.9567;13.8666;22.125
127150;21.75;70.4513;0;12.512;0;92.25;0.82;0.78;0.903738;0.860433;548.651;1.49548;95.0057;559.25;0;0;51.1686;51.1686;5662;93.75;108.832;-9.62621;-13.9567;13.8666;22.5
127308;21.75;66.8771;0;12.36;0;92.25;0.82;0.86;0.903738;0.860433;547.062;1.49548;95.0057;572.5;0;0;51.1686;51.1686;5813;93.75;108.832;-9.62621;-13.9567;13.8666;23.25
127467;21.75;33.8801;0;8.008;0;92.25;0.8;0.92;0.893911;0.873174;395.469;1.49548;95.0057;412;0;0;49.2156;49.2156;5787;93.75;109.628;-10.6089;-12.6826;13.8666;25.5
127626;21.75;59.7079;0;10.844;0;92.25;0.82;0.88;0.937964;0.917227;545.431;1.49548;95.0057;543;0;0;49.2156;49.2156;5530;93.75;109.628;-6.20362;-8.27732;13.8666;24
127785;21.75;70.0037;0;12.988;0;92.25;0.92;0.8;0.944098;0.923361;532.738;1.49548;95.0057;550.5;0;0;49.2156;49.2156;5740;93.75;109.628;-5.59021;-7.66391;13.8666;22.5
127944;21.75;63.7575;0;12.72;0;92.25;0.9;0.82;0.944098;0.923361;534.624;1.49548;95.0057;569.5;0;0;49.2156;49.2156;5917;93.75;109.628;-5.59021;-7.66391;13.7646;23.25
128103;21.75;24.0789;0;6.696;0;92.25;0.82;0.82;0.930197;0.908422;298.482;1.49548;95.0057;312.75;0;0;49.2156;49.2156;5820;93.75;109.628;-6.9803;-9.15776;13.8666;26.625
128262;21.75;47.2035;0;7.816;0;92.25;0.94;0.74;0.949698;0.927923;352.157;1.49548;95.0057;344.5;0;0;49.2156;49.2156;5434;93.75;109.628;-5.0302;-7.20766;13.8666;25.5
128422;21.75;64.6459;0;13.324;0;92.25;0.94;0.82;0.949698;0.927923;559.522;1.49548;95.0057;560.75;0;0;47.2626;47.2626;5567;93.75;109.628;-5.0302;-7.20766;13.8666;22.5
128579;21.75;13.8248;0;5.028;0;92.25;0.84;0.74;0.94007;0.916281;213.532;1.49548;95.0057;215.25;0;0;47.2626;47.2626;5599;93.75;109.628;-5.99304;-8.37192;13.8666;27.375
128738;21.75;12.0186;0;3.188;0;92.25;0.88;0.72;0.927328;0.911611;152.632;1.49548;95.0057;141.5;0;0;47.2626;47.2626;5149;93.75;109.628;-7.26717;-8.83885;13.8666;31.125
128897;21.75;28.9387;0;4.336;0;92.25;0.74;0.82;0.906439;0.912298;220.185;1.49548;95.0057;181;0;0;47.2626;47.2626;4566;93.75;109.628;-9.35613;-8.77018;13.8666;30.375
129056;21.75;56.1546;0;10.82;0;92.25;1.08;0.9;0.889837;0.901235;613.535;1.49548;95.0057;499.25;0;0;47.2626;47.2626;4520;93.75;109.628;-11.0163;-9.87646;13.8666;21.375
129214;21.75;48.6019;0;11.84;0;92.25;0.94;0.92;0.935889;0.947287;544.011;1.49548;95.0057;477.25;0;0;47.2626;47.2626;4873;93.75;109.628;-6.41114;-5.27129;13.8666;21.375
129390;21.75;57.4819;0;12.096;0;92.25;0.92;0.9;0.983176;0.994575;539.688;1.49548;95.0057;501.25;0;0;45.3096;45.3096;5159;93.75;109.628;-1.68238;-0.542529;13.8666;22.5
129550;21.75;66.4347;0;13.932;0;93;0.96;0.92;0.995124;1.00652;567.108;1.49548;95.0057;548.25;0;0;45.3096;45.3096;5370;93.75;109.628;-0.487597;0.652251;13.8666;22.125
129709;21.75;46.8027;0;12.152;0;93;1;0.94;0.993201;1.00361;520.532;1.49548;95.0057;520;0;0;45.3096;45.3096;5549;93.75;109.628;-0.67986;0.360804;13.8666;22.5
129867;21.75;28.5084;0;6.684;0;93;0.92;0.86;0.974356;0.984763;283.183;1.49548;95.0057;269.75;0;0;45.3096;45.3096;5291;93.75;109.628;-2.56435;-1.52368;13.8666;27.75
130027;21.75;70.4322;0;14.1;0;93;0.84;0.78;0.95307;0.963477;587.196;1.49548;95.0057;546;0;0;45.3096;45.3096;5165;94.5;109.628;-4.69298;-3.65231;13.8666;22.5
130185;21.75;71.3431;0;13.384;0;93;0.96;1.02;0.95307;0.963477;561.302;1.49548;95.0057;552.75;0;0;45.3096;45.3096;5470;94.5;109.628;-4.69298;-3.65231;13.8666;22.125
130345;21.75;71.3431;0;13.268;0;93;1;1.02;0.95307;0.963477;550.029;1.49548;95.0057;555;0;0;45.3096;45.3096;5605;94.5;109.628;-4.69298;-3.65231;13.8666;22.5
130503;21.75;71.3466;0;13.112;0;93;1;0.98;0.95307;0.963477;539.074;1.49548;95.0057;552;0;0;43.3566;43.3566;5688;94.5;109.628;-4.69298;-3.65231;13.8666;22.875
130661;21.75;15.1851;0;7.632;0;93;0.98;0.96;0.947989;0.957373;294.477;1.49548;95.0057;303.25;0;0;43.3566;43.3566;5720;94.5;109.628;-5.2011;-4.26267;13.7646;25.125
130820;21.75;56.9909;0;7.42;0;93;0.92;0.8;0.922369;0.931753;371.291;1.49548;95.0057;344.5;0;0;43.3566;43.3566;5154;94.5;109.628;-7.76309;-6.82466;13.8666;25.5
130980;21.75;71.3362;0;13.072;0;93.75;1;0.9;0.91715;0.926535;575.16;1.49548;95.0057;549;0;0;43.3566;43.3566;5302;94.5;109.628;-8.28495;-7.34652;13.8666;22.125
131138;21.75;72.2332;0;12.824;0;93.75;1.02;1.02;0.91715;0.926535;557.763;1.49548;95.0057;546.25;0;0;43.3566;43.3566;5440;94.5;109.628;-8.28495;-7.34652;13.8666;22.125
131311;21.75;72.2332;0;12.648;0;93.75;0.98;1.02;0.91715;0.926535;557.233;1.49548;95.0057;568;0;0;43.3566;43.3566;5662;94.5;109.628;-8.28495;-7.34652;13.8666;22.5
131469;21.75;72.2384;0;12.648;0;93.75;0.96;1;0.91715;0.926535;534.602;1.49548;95.0057;550.5;0;0;41.4036;41.4036;5720;94.5;109.628;-8.28495;-7.34652;13.7646;22.5
131628;21.75;72.2384;0;12.248;0;93.75;0.92;1;0.91715;0.926535;527.97;1.49548;95.0057;557.75;0;0;41.4036;41.4036;5868;94.5;109.628;-8.28495;-7.34652;13.7646;23.625
131786;21.75;72.2384;0;12.024;0;93.75;0.88;0.96;0.91715;0.926535;534.094;1.49548;95.0057;568.25;0;0;41.4036;41.4036;5910;94.5;109.628;-8.28495;-7.34652;13.7646;24
131944;21;72.2384;0;11.968;0;93.75;0.88;0.88;0.91715;0.926535;516.146;1.49548;95.0057;563.75;0;0;41.4036;41.4036;6067;94.5;109.628;-8.28495;-7.34652;13.7646;24.375
132103;21;72.2384;0;11.984;0;93.75;0.86;0.88;0.91715;0.926535;530.746;1.49548;95.0057;590.5;0;0;41.4036;41.4036;6180;94.5;109.628;-8.28495;-7.34652;13.8666;24.375
132261;21;72.2384;0;11.944;0;93.75;0.94;0.98;0.91715;0.926535;506.865;1.49548;95.0057;566.75;0;0;41.4036;41.4036;6211;94.5;109.628;-8.28495;-7.34652;13.8666;24.375
132419;21;72.2384;0;11.972;0;93.75;0.98;0.98;0.91715;0.926535;524.474;1.49548;95.0057;578.5;0;0;39.4506;39.4506;6127;94.5;109.628;-8.28495;-7.34652;13.7646;24.375
132577;21;72.2384;0;11.84;0;93.75;1.04;1.06;0.91715;0.926535;526.105;1.49548;95.0057;587.5;0;0;39.4506;39.4506;6203;95.25;109.628;-8.28495;-7.34652;13.7646;24.375
132736;21;72.2384;0;11.972;0;93.75;1.06;1.1;0.91715;0.926535;527.928;1.49548;95.0057;584.5;0;0;39.4506;39.4506;6150;95.25;109.628;-8.28495;-7.34652;13.7646;24.375
132911;20.25;72.2401;0;12.02;0;93.75;1.04;1.16;0.91715;0.926535;521.062;1.49548;95.0057;574.75;0;0;39.4506;39.4506;6127;95.25;109.628;-8.28495;-7.34652;13.7646;24.375
133053;20.25;72.2401;0;11.932;0;94.5;0.94;1.1;0.91715;0.926535;513.921;1.49548;95.0057;568.25;0;0;39.4506;39.4506;6142;95.25;109.628;-8.28495;-7.34652;13.8666;24.375
133228;20.25;72.2384;0;11.876;0;94.5;0.92;1.08;0.91715;0.926535;517.947;1.49548;95.0057;577;0;0;39.4506;39.4506;6188;95.25;109.628;-8.28495;-7.34652;13.8666;24.375
133388;20.25;72.2401;0;11.728;0;94.5;0.92;1.12;0.91715;0.926535;522.206;1.49548;95.0057;596.5;0;0;37.4976;37.4976;6345;95.25;109.628;-8.28495;-7.34652;13.7646;24.75
133547;20.25;72.2384;0;11.46;0;94.5;1.16;1.14;0.91715;0.926535;492.053;1.49548;95.0057;590.5;0;0;37.4976;37.4976;6666;95.25;109.628;-8.28495;-7.34652;13.7646;25.125
133704;20.25;72.2401;0;11.336;0;94.5;1.22;1.2;0.91715;0.926535;499.13;1.49548;95.0057;593.5;0;0;37.4976;37.4976;6605;95.25;109.628;-8.28495;-7.34652;13.7646;25.5
133863;20.25;71.7925;0;11.556;0;94.5;1.22;1.16;0.91715;0.926535;505.17;1.49548;95.0057;590.5;0;0;37.4976;37.4976;6493;95.25;109.628;-8.28495;-7.34652;13.7646;25.125
134020;20.25;70.4548;0;11.812;0;94.5;1.12;1.02;0.91715;0.926535;524.177;1.49548;95.0057;599.5;0;0;37.4976;37.4976;6353;95.25;109.628;-8.28495;-7.34652;13.8666;24.75
134179;20.25;51.2548;0;10.544;0;94.5;1.04;0.94;0.916113;0.926535;495.316;1.49548;95.0057;561.5;0;0;37.4976;37.4976;6297;95.25;109.628;-8.38871;-7.34652;13.8666;24.75
134337;20.25;0.00347008;0;1.216;0;94.5;0.8;0.74;0.905218;0.91564;88.6378;1.49548;90.3102;92.25;0;0;37.4976;37.4976;5780;95.25;109.628;-9.4782;-8.43601;13.8666;-6.375
134511;20.25;0;0;0.704;0;94.5;0.74;0.7;0.905218;0.91564;69.3549;1.49548;80.524;68;0;0;40.6224;40.6224;5446;96;111.22;-9.4782;-8.43601;13.8666;-6.375
134655;20.25;0;0;1.036;0;94.5;0.8;0.8;0.905218;0.91564;71.0289;1.49548;78.2212;65.25;0;0;40.6224;40.6224;5102;96;111.22;-9.4782;-8.43601;13.5607;-6.375
134830;20.25;0;0;1.2;0;94.5;0.8;1;0.905218;0.91564;74.165;1.49548;76.4953;64;0;0;40.6224;40.6224;4793;96;111.22;-9.4782;-8.43601;13.6626;-6.375
134973;20.25;0;0;1.236;0;95.25;0.78;1.06;0.905218;0.91564;76.284;1.49548;74.9739;61.75;0;0;40.6224;40.6224;4496;96;111.22;-9.4782;-8.43601;13.7646;-6.375
135146;20.25;0;0;1.276;0;95.25;0.9;0.98;0.905218;0.91564;78.9963;1.49548;71.3664;59.75;0;0;40.6224;40.6224;4201;96;111.22;-9.4782;-8.43601;13.8666;-6.375
